title,cast,script,directing,date_published,likes,dislikes,views_num
(trailer oficial) teocracia em vertigem - especial de natal,,,,2020-11-20,67853.0,8093.0,745043
fim do racismo,,,,2020-11-19,110743.0,2762.0,1007628
soc - síndrome da onomatopeia corporal,,,,2020-11-16,71586.0,2941.0,804934
"enquadro do peçanha - vacina chinesa, rogério ceni e eleições",,,,2020-11-15,44933.0,913.0,592480
debate carioca,,,,2020-11-14,86828.0,962.0,957402
spoiler da vida,,,,2020-11-12,47390.0,968.0,521828
como fazer pão - cozinha com pimenta,,,,2020-11-10,46000.0,1296.0,325244
horário eleitoral,,,,2020-11-09,98926.0,2095.0,814079
obra do senhor,,,,2020-11-07,108310.0,3632.0,1123504
senador da sorte,antonio tabet,antonio tabet,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,baixe o app do porta\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,android: http://bit.ly/2zcxlzo\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,ios: https://apple.co/2iw633j\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,tradução e legendagem\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,dispositiva\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,josniel rodriguez\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet,esse é o canal porta dos fundos. lançamos vídeos todas as segundas,,2020-11-05,55046.0,349.0,424626
senador da sorte,antonio tabet, quintas e sábados às 11h.,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,antonio tabet,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,baixe o app do porta\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,android: http://bit.ly/2zcxlzo\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,ios: https://apple.co/2iw633j\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,tradução e legendagem\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,dispositiva\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,josniel rodriguez\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes,esse é o canal porta dos fundos. lançamos vídeos todas as segundas,,2020-11-05,55046.0,349.0,424626
senador da sorte,thati lopes, quintas e sábados às 11h.,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,antonio tabet,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,baixe o app do porta\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,android: http://bit.ly/2zcxlzo\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,ios: https://apple.co/2iw633j\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,tradução e legendagem\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,dispositiva\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,josniel rodriguez\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro,esse é o canal porta dos fundos. lançamos vídeos todas as segundas,,2020-11-05,55046.0,349.0,424626
senador da sorte,evelyn castro, quintas e sábados às 11h.,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,antonio tabet,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,baixe o app do porta\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,android: http://bit.ly/2zcxlzo\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,ios: https://apple.co/2iw633j\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,tradução e legendagem\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,dispositiva\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,josniel rodriguez\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,\r,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r,esse é o canal porta dos fundos. lançamos vídeos todas as segundas,,2020-11-05,55046.0,349.0,424626
senador da sorte,pedro benevides\r, quintas e sábados às 11h.,,2020-11-05,55046.0,349.0,424626
fazendo contato,,,,2020-11-02,18658.0,844.0,216621
próximo secretário,,,,2020-10-31,55542.0,1920.0,503363
olheiro,,,,2020-10-29,90316.0,1123.0,1259449
#tbtotoro - a vida como ela é,,,,2020-10-28,18415.0,626.0,207243
novo técnico do goytacaz - trote show #11,,,,2020-10-27,11221.0,209.0,140259
novo pantanal,,,,2020-10-26,52560.0,1027.0,505422
enquadro do peçanha - dinheiro na bunda,,,,2020-10-25,48837.0,714.0,502103
nelly à venda,,,,2020-10-24,21778.0,805.0,229140
clickbait,,,,2020-10-22,56789.0,977.0,421718
festa no asilo - trote show #10,,,,2020-10-20,9632.0,348.0,117310
quarentena sem sexo,,,,2020-10-19,94044.0,1762.0,1606134
cartela sugestiva,,,,2020-10-17,34487.0,484.0,344601
platananã – acabou a corrupção,,,,2020-10-16,37779.0,1023.0,298671
como fazer arroz - cozinha com pimenta,,,,2020-10-15,64996.0,2769.0,408066
se você der um zoom,,guilherme macedo\r,,2020-10-15,40085.0,2707.0,444424
#tbtotoro - batalha,,,,2020-10-14,13754.0,694.0,147155
pedreiro sensual - trote show #9,,,,2020-10-13,10407.0,238.0,127708
denúncia,,,,2020-10-12,45689.0,713.0,476964
vivendas da barra,,,,2020-10-10,58978.0,679.0,625400
"eu, tu, ele",,,,2020-10-08,45433.0,1102.0,579021
vôlei por zoom - trote show #8,,,,2020-10-06,12137.0,243.0,146857
dona helena no drive in,,,,2020-10-05,43644.0,635.0,399332
peçanha - a fazenda e o barraco no leblon,,,,2020-10-04,49319.0,764.0,558793
present man,,pedro esteves\r,,2020-10-03,50245.0,2339.0,404487
present man,,\r,,2020-10-03,50245.0,2339.0,404487
present man,,baixe o app do porta\r,,2020-10-03,50245.0,2339.0,404487
present man,,android: http://bit.ly/2zcxlzo\r,,2020-10-03,50245.0,2339.0,404487
present man,,ios: https://apple.co/2iw633j\r,,2020-10-03,50245.0,2339.0,404487
present man,,\r,,2020-10-03,50245.0,2339.0,404487
present man,,tradução e legendagem\r,,2020-10-03,50245.0,2339.0,404487
present man,,dispositiva\r,,2020-10-03,50245.0,2339.0,404487
present man,,josniel rodriguez\r,,2020-10-03,50245.0,2339.0,404487
present man,,\r,,2020-10-03,50245.0,2339.0,404487
present man,,esse é o canal porta dos fundos. lançamos vídeos todas as segundas,,2020-10-03,50245.0,2339.0,404487
present man,, quintas e sábados às 11h.,,2020-10-03,50245.0,2339.0,404487
intérprete de libras,,,,2020-10-01,70700.0,1527.0,531694
#tbtotoro - judite,,,,2020-09-30,31104.0,1056.0,297855
negócio da china - trote show #7,,,,2020-09-29,26839.0,496.0,320281
criança esperança,,,,2020-09-28,61495.0,1048.0,539647
pra ajudar,,,,2020-09-26,86372.0,1605.0,1176988
"espelho, espelho meu",,,,2020-09-24,66181.0,641.0,670871
do cóccix até meu último botox - trote show #6,,,,2020-09-22,19572.0,279.0,207309
com que máscara eu vou?,,,,2020-09-21,54315.0,1492.0,552346
te peguei,,,,2020-09-19,53005.0,1720.0,623963
o último ativo,,,,2020-09-17,74553.0,1975.0,760297
#tbtotoro - porrada,,,,2020-09-16,23826.0,1141.0,250758
transa na varanda - trote show #5,,,,2020-09-15,27074.0,491.0,364223
spotify,,ian sbf,,2020-09-14,101007.0,2737.0,900850
spotify,,pedro esteves,,2020-09-14,101007.0,2737.0,900850
enquadro do peçanha - var e rachadinha,,,,2020-09-13,39319.0,784.0,398917
the boys: trailer brasileiro,,,,2020-09-12,55411.0,1017.0,540250
novo normal,,,,2020-09-10,70301.0,1049.0,792924
festa de 15 anos - trote show #4,,,,2020-09-08,19689.0,422.0,226736
polêmica da semana -  cloroquina,,,,2020-09-07,90253.0,2224.0,926699
carteirada,,gustavo vilela,,2020-09-05,28213.0,1036.0,310736
carteirada,,\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,making of:\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,baixe o app do porta\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,android: http://bit.ly/2zcxlzo\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,ios: https://apple.co/2iw633j\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,tradução e legendagem\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,dispositiva\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,josniel rodriguez\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,\r,,2020-09-05,28213.0,1036.0,310736
carteirada,,esse é o canal porta dos fundos. lançamos vídeos todas as segundas,,2020-09-05,28213.0,1036.0,310736
carteirada,, quintas e sábados às 11h.,,2020-09-05,28213.0,1036.0,310736
central de cancelamento,,,,2020-09-03,85545.0,2030.0,737466
#tbtotoro - quem manda,,,,2020-09-02,22536.0,1255.0,235797
o musicão - trote show #3,,,,2020-09-01,28760.0,497.0,318215
polêmica da semana - milícia,,,,2020-08-31,75881.0,761.0,844119
enquadro do peçanha - teorias da conspiração,,,,2020-08-30,52123.0,842.0,502049
proteção,,,,2020-08-29,76988.0,1676.0,801920
plantananã - tudo sobre volta da ana paula arósio,,,,2020-08-28,36391.0,1525.0,357106
foda assistida,,,,2020-08-27,38677.0,388.0,514686
plantananã - saiba tudo sobre a história de flordelis,,,,2020-08-26,66036.0,2062.0,564355
"amigos, cadê vocês? - trote show #2",,,,2020-08-25,39807.0,737.0,364749
polêmica da semana - racismo,,,,2020-08-24,127707.0,3265.0,1283026
sequestro familiar,antonio tabet,,,2020-08-22,42436.0,1078.0,490615
sequestro familiar,fabio de luca,,,2020-08-22,42436.0,1078.0,490615
sequestro familiar,joel vieira \r,,,2020-08-22,42436.0,1078.0,490615
sequestro familiar,\r,,,2020-08-22,42436.0,1078.0,490615
sequestro familiar,roteiro\r,,,2020-08-22,42436.0,1078.0,490615
sequestro familiar,pedro esteves\r,,,2020-08-22,42436.0,1078.0,490615
teatro online,,,,2020-08-20,52845.0,745.0,566019
polêmica da semana - desconfinamento,,,,2020-08-17,92268.0,1525.0,931768
enquadro do peçanha - tik tok,,,,2020-08-16,60699.0,1039.0,705353
sem créditos,,,,2020-08-15,59082.0,1166.0,618030
juntos e separados,,,,2020-08-13,59938.0,1034.0,665553
#tbtotoro - cura,,,,2020-08-11,34348.0,1473.0,335740
ménage inseguro,,,,2020-08-10,172380.0,2159.0,3021350
enquadro do peçanha - dia dos pais,,,,2020-08-09,49069.0,772.0,523172
nasce um papai,,,,2020-08-08,55456.0,1659.0,461870
plantananã - aniversário do porta,,,,2020-08-06,52420.0,1343.0,378945
teste,,,,2020-08-06,95120.0,1191.0,1256939
próximo prefeito,,,,2020-08-03,66870.0,1322.0,596431
crise no relacionamento,,,,2020-08-01,52924.0,523.0,601650
enquadro do peçanha - dia do orgasmo (+18),,,,2020-07-31,73371.0,1172.0,802723
procedimentos estéticos,,,,2020-07-30,68396.0,924.0,816088
#tbtotoro - essa é pra você,,,,2020-07-28,45324.0,3667.0,427494
guarda compartilhada,,,,2020-07-27,63325.0,824.0,631835
oxalá,paulo vieira,joão vicente de castro,,2020-07-25,111703.0,2272.0,1118363
oxalá,paulo vieira,fabio porchat,,2020-07-25,111703.0,2272.0,1118363
oxalá,luis lobianco,joão vicente de castro,,2020-07-25,111703.0,2272.0,1118363
oxalá,luis lobianco,fabio porchat,,2020-07-25,111703.0,2272.0,1118363
oxalá,fabio porchat,joão vicente de castro,,2020-07-25,111703.0,2272.0,1118363
oxalá,fabio porchat,fabio porchat,,2020-07-25,111703.0,2272.0,1118363
oxalá,evelyn castro,joão vicente de castro,,2020-07-25,111703.0,2272.0,1118363
oxalá,evelyn castro,fabio porchat,,2020-07-25,111703.0,2272.0,1118363
trintaporcentolândia,,,,2020-07-23,98376.0,6010.0,732270
o sítio é meeeeu - trote show #1,,,,2020-07-21,89544.0,1276.0,848577
inimigas,,,,2020-07-20,85922.0,1075.0,900249
enquadro do peçanha - csgo,,,,2020-07-19,105994.0,2079.0,853058
notícia transmissível,,,,2020-07-18,47939.0,722.0,437550
"roi, yollanda?",,,,2020-07-17,66754.0,5543.0,624832
terminador do futuro,,,,2020-07-16,67343.0,859.0,706205
#tbtotoro - sobre a mesa,,,,2020-07-14,50091.0,2699.0,427955
tik toker,,,,2020-07-13,129966.0,6821.0,1215214
dark zoom,,,,2020-07-11,45617.0,1722.0,541539
infante voltou,,pedro esteves,,2020-07-09,124904.0,2656.0,969597
plantananã - bolsonaro testa positivo para covid-19,,,,2020-07-07,73356.0,3741.0,661146
call eterno,,,,2020-07-06,53362.0,1790.0,735413
de web com o ex,,,,2020-07-04,69078.0,1309.0,873225
dona helena - saindo da cisterna,,,,2020-07-02,60560.0,1153.0,450309
amiga imaginária,,manuela cantuária\r,,2020-06-29,88773.0,1804.0,1133617
suruba online,,,,2020-06-27,96720.0,1771.0,1324578
cloroquina do dia seguinte,,,,2020-06-25,48920.0,1100.0,453856
correspondente,,,,2020-06-22,103063.0,1590.0,1220272
assistência divina,,,,2020-06-20,147789.0,4150.0,1444154
plantananã - tudo sobre a prisão de queiroz,,,,2020-06-18,78191.0,2798.0,712829
interpretação de texto,,,,2020-06-18,142965.0,1580.0,1080220
o gado mora ao lado,fabio porchat,manuela cantuária,,2020-06-15,108147.0,5253.0,757389
dia dos namorados,,,,2020-06-13,91725.0,1723.0,987436
teste de covid,thati lopes,matheus mad,,2020-06-11,121235.0,6040.0,1933359
teste de covid,rafael portugal,matheus mad,,2020-06-11,121235.0,6040.0,1933359
nota de repúdio,nathália cruz,nathalia cruz,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,nathália cruz,fabio porchat,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,nathália cruz,joão vicente,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,noemia oliveira,nathalia cruz,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,noemia oliveira,fabio porchat,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,noemia oliveira,joão vicente,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,joão vicente de castro,nathalia cruz,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,joão vicente de castro,fabio porchat,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,joão vicente de castro,joão vicente,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,fabio porchat,nathalia cruz,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,fabio porchat,fabio porchat,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
nota de repúdio,fabio porchat,joão vicente,rodrigo van der put,2020-06-08,277814.0,12618.0,1717534
família sem filtros ep. 09 - achados e perdidos,,,,2020-06-07,29012.0,697.0,340005
terapia a distância,,gregório duvivier,,2020-06-06,105455.0,2538.0,1363978
quarentena verde,,,,2020-06-01,90838.0,3319.0,960504
família sem filtros ep. 08 - internet porrada,,,,2020-05-31,31482.0,734.0,357080
tô bem,thati lopes,nathalia cruz,,2020-05-30,97480.0,1526.0,1295355
tô bem,evelyn castro,nathalia cruz,,2020-05-30,97480.0,1526.0,1295355
direto de brasília,,,,2020-05-28,102929.0,2783.0,799628
plantananã - treta anitta x leo dias,,,,2020-05-27,73526.0,3181.0,855182
a cura pro corona,evelyn castro,gregório duvivier,,2020-05-25,112739.0,2923.0,1327777
a cura pro corona,gregório duvivier,gregório duvivier,,2020-05-25,112739.0,2923.0,1327777
família sem filtros ep. 07 - a live,,,,2020-05-24,28090.0,534.0,354927
trabalhando em casa #5 - happy hour,evelyn castro,,,2020-05-23,74793.0,918.0,1300000
trabalhando em casa #5 - happy hour,fabio porchat,,,2020-05-23,74793.0,918.0,1300000
trabalhando em casa #5 - happy hour,thati lopes,,,2020-05-23,74793.0,918.0,1300000
trabalhando em casa #5 - happy hour,pedro benevides,,,2020-05-23,74793.0,918.0,1300000
trabalhando em casa #5 - happy hour,antonio tabet,,,2020-05-23,74793.0,918.0,1300000
plantananã - tudo sobre a reunião ministerial,,,,2020-05-22,77033.0,2572.0,735037
ministro da saúde,,,,2020-05-21,276063.0,11181.0,2737045
máscara,fabio porchat,,,2020-05-19,64304.0,6611.0,690982
amor em quarentena,,,,2020-05-18,62985.0,879.0,765678
família sem filtros ep. 06 - o resgate,rafael portugal,,,2020-05-17,27394.0,635.0,320834
família sem filtros ep. 06 - o resgate,\r,,,2020-05-17,27394.0,635.0,320834
família sem filtros ep. 06 - o resgate,baixe o app do porta\r,,,2020-05-17,27394.0,635.0,320834
família sem filtros ep. 06 - o resgate,android: http://bit.ly/2zcxlzo\r,,,2020-05-17,27394.0,635.0,320834
família sem filtros ep. 06 - o resgate,ios: https://apple.co/2iw633j\r,,,2020-05-17,27394.0,635.0,320834
família sem filtros ep. 06 - o resgate,\r,,,2020-05-17,27394.0,635.0,320834
família sem filtros ep. 06 - o resgate,\r,,,2020-05-17,27394.0,635.0,320834
família sem filtros ep. 06 - o resgate,esse é o canal de humor porta dos fundos. lançamos vídeos todas as segundas,,,2020-05-17,27394.0,635.0,320834
